question,a,b,c,d,answer
"'ক' চুরির দায়ে 'খ'-কে ফৌজদারীতে সৌপর্দ করে। 'ক' আদালতকে বিশ্বাস করতে চায় যে, 'খ' চুরির কথা 'গ' এর নিকট স্বীকার করেছিল। স্বীকৃতির বিষয়টি প্রমাণের দায়ভার-",ক এর উপর,খ' এর উপর,ক' এর পরিচিত ব্যক্তির,আসামী পক্ষের,a
ক' একটি হারিয়ে যাওয়া দলিলের বিষয়বস্তু মাধ্যমিক সাক্ষ্য দ্বারা প্রমাণ করতে ইচ্ছুক। 'ক' কে অবশ্যই প্রমাণ করতে হবে-,দলিলের বিবরণ,দলিলটি হারিয়ে গেছে,দলিলটি বাতিল,দলিলটি রেজিস্ট্রাট,b
চুরির পর 'ক' এর দখলে চোরাই মাল হিসাবে একটি গাড়ী পাওয়া যায়। এই ক্ষেত্রে আদালত কি অনুমান করতে পারে?,ক' হলো গাড়ীর মালিক,ক' হলো গাড়ীর ড্রাইভার,ক' হলো গাড়ীর যাত্রী,ক' হলো চোর,d
প্রশ্নের উত্তর দিতে সাক্ষী অস্বীকার করলে আদালতে কি অনুমান করবে?,সাক্ষ্যটি সঠিক ছিল,সাক্ষীর ইচ্ছা নেই,সাক্ষী উত্তর দিলে তার বিরুদ্ধে যেতো,প্রশ্নটি অপ্রাসঙ্গিক ছিল,c
সর্বনিম্ন কত বছর বয়সী শিশু আদালতে সাক্ষী হিসাবে সাক্ষ্য দিতে পারে?,12,16,18,কোনো বয়সসীমা নেই,d
কোন ব্যক্তি সাক্ষী হতে পারবেন?,ফৌজদারী মামলার আসামীর স্ত্রী,"বিচার বুদ্ধি সম্পন্ন, কিন্তু বোবা ব্যক্তি",অপরিণত বয়স্ক বুদ্ধিমান বালক,সকলেই,d
স্বামী এবং স্ত্রী উভয় একে অপরের বিরুদ্ধে যোগ্য সাক্ষী হবে-,দেওয়ানী মোকাদ্দমায়,ফৌজদারী মোকাদ্দমায়,দেওয়ানী এবং ফৌজদারী উভয় মামলায়,দেওয়ানী এবং ফৌজদারী কোনো মামলায় যোগ্য সাক্ষী হবে না,c
সকল দেওয়ানী এবং ফৌজদারী মামলায় স্বামী বা স্ত্রী একে অপরের বিরুদ্ধে গণ্য হবে-,যোগ্য সাক্ষী,অযোগ্য সাক্ষী,সংশ্লিষ্ট সাক্ষী,নিশিত সাক্ষী,a
সাক্ষ্যের গ্রহণযোগ [Admissibility of evidence] কে নির্ধারণ করবে?,আইনজীবী,আদালত,রাষ্ট্রপক্ষের উকিল,সকলেই,b
আদালতের অনুমতি ব্যতীত কখন ইঙ্গিতবাহী প্রশ্ন করা যাবে না?,জেরায়,পুনঃজবানবন্দীকালে,পুনঃজেরাকালে,পূর্বে প্রমাণিত বিষয়ে জবানবন্দীতে,b
সাধারণত কখন ইঙ্গিতবাহী প্রশ্ন করা যায়?,জেরায় [cross-examination],জবানবন্দিতে [examination-in-chief],পুনঃজবানবন্দিতে [re-examination],সবক্ষেত্রে,a
সাক্ষীকে বিরক্তি উদ্রেগকারী প্রশ্ন করা হতে কে নিষেধ করতে পারে?,সাক্ষী নিজেই,আইনজীবী,আদালত,উপরের সকলেই,c
প্রশ্নের উত্তর দিতে সাক্ষী অস্বীকার করলে আদালতে কি অনুমান করবে?,সাক্ষটি সঠিক ছিল,সাক্ষীর ইচ্ছা নেই,সাক্ষী উত্তর দিলে তার বিরুদ্ধে যাবে,প্রশ্নটি অপ্রাসঙ্গিক ছিল,c
তামাদি আইনের বিধানসমূল ফৌজদারী মামলার ক্ষেত্রে প্রযোজ্য নয়। এই নিয়মের ব্যতিক্রম হলো?,মূল মামলা দায়েরের ক্ষেত্রে,দেওয়ানী কার্যবিধির ক্ষেত্রে,ফৌজদারী মূল মামলার ক্ষেত্রে,উপরের সবকটি,b
বাংলাদেশ বার কাউন্সিল একটি-,সাংবিধানিক সংস্থা,সংবিধিবদ্ধ সংস্থা,নির্বাচিত সংস্থা,সমবায় সমিতি,b
বার কাউন্সিলের নির্বাচিত সদস্যদের মেয়াদ হলো-,২ বৎসর,৩ বৎসর,৪ বৎসর,৫ বৎসর,b
